Gene_symbol	Gene_Name	Synonyms	Human_entrez	Mouse_entrez	Rat_entrez
ZNF184	"Zinc finger protein 184"	-	7738	193452	306966
ZNF185	"Zinc finger protein 185 "	SCELL	7739		
ZNF189	"Zinc finger protein 189"	-	7743	230162	313219
ZNF19	"Zinc finger protein 19 "	"KOX12 MGC51021"	7567		
ZNF195	"Zinc finger protein 195"	-	7748		
ZNF197	"Zinc finger protein 197 "	"P18 D3S1363E ZKSCAN9 ZSCAN41"	10168		
ZNF2	"Zinc finger protein 2 "	"A1-5 ZNF661 Zfp661"	7549	72180	
ZNF20	"Zinc finger protein 20 "	KOX13	7568		
ZNF200	"Zinc finger protein 200"	-	7752		
ZNF202	"Zinc finger protein 202 "	"ZKSCAN10 ZSCAN42"	7753	80902	500981
ZNF205	"Zinc finger protein 205 "	Zfp13	7755	22654	287095
ZNF207	"BUB3-interacting and GLEBS motif-containing protein ZNF207 "	BuGZ	7756	22680	303763
ZNF208	"Zinc finger protein 208 "	"PMIDP ZNF95"	7757	431706	102551340
ZNF211	"Zinc finger protein 211 "	"ZNF-25 CH2H2-25"	10520		
ZNF212	"Zinc finger protein 212 "	C2H2-150	7988	232784	297066
ZNF213	"Zinc finger protein 213 "	"CR53 ZKSCAN21 ZSCAN53"	7760	449521	287094
ZNF214	"Zinc finger protein 214 "	-	7761		
ZNF215	"Zinc finger protein 215 "	"ZKSCAN11 ZSCAN43"	7762		
ZNF217	"Zinc finger protein 217"	ZABC1	7764	228913	311764
ZNF219	"Zinc finger protein 219"	-	51222	69890	305848
ZNF22	"Zinc finger protein 22 "	"KOX15 HKR-T1 ZNF422 Zfp422"	7570	67255	360389
ZNF221	"Zinc finger protein 221"	-	7638		
ZNF222	"Zinc finger protein 222"	-	7673		
ZNF223	"Zinc finger protein 223"	-	7766		
ZNF224	"Zinc finger protein 224 "	"BMZF-2 KOX22"	7767		
ZNF225	"Zinc finger protein 225"	-	7768	57745	499095
ZNF226	"Zinc finger protein 226"	-	7769	57745	499095
ZNF227	"Zinc finger protein 227"	-	7770	57745	499095
ZNF229	"Zinc finger protein 229"	-	7772	57745	499095
ZNF23	"Zinc finger protein 23 "	"KOX16 Zfp612 ZNF612"	7571	234725	307839
ZNF230	"Zinc finger protein 230 "	FDZF2	7773		
ZNF232	"Zinc finger protein 232 "	ZSCAN11	7775		
ZNF233	"Zinc finger protein 233"	FLJ38032	353355		
ZNF234	"Zinc finger protein 234 "	HZF4	10780	57745	499095
ZNF235	"Zinc finger protein 235 "	"HZF6 ANF270"	9310	57745	499095
ZNF236	"Zinc finger protein 236"	-	7776	329002	291409
Znf239	"Zinc finger protein 239 "	-		22685	100909657
ZNF239	"Zinc finger protein 239 "	"MOK2 HOK-2"	8187		
ZNF24	"Zinc finger protein 24 "	"ZSCAN3 Zfp191 KOX17"	7572	59057	360204
ZNF248	"Zinc finger protein 248"	bA162G10.3	57209	72720	100158232
ZNF25	"Zinc finger protein 25 "	"KOX19 FLJ31890 Zfp9"	219749	72720	100158232
ZNF250	"Zinc finger protein 250 "	"MGC9718 ZFP647"	58500	239546	102555083
ZNF251	"Zinc finger protein 251"	-	90987	71591	366954
ZNF253	"Zinc finger protein 253 "	"BMZF-1 FLJ90391"	56242		
ZNF254	"Zinc finger protein 254 "	"HD-ZNF1 BMZF-5"	9534		
ZNF256	"Zinc finger protein 256 "	BMZF-3	10172	232854	292548
ZNF257	"Zinc finger protein 257 "	BMZF-4	113835		
ZNF26	"Zinc finger protein 26 "	"KOX20 FLJ20755"	7574		
ZNF260	"Zinc finger protein 260 "	"ozrf1 Zfp260"	339324	26466	53982
ZNF263	"Zinc finger protein 263 "	"FPM315 ZKSCAN12 ZSCAN44"	10127	74120	287076
ZNF264	"Zinc finger protein 264"	KIAA0412	9422		
ZNF266	"Zinc finger protein 266 "	HZF1	10781	235028	690895
ZNF267	"Zinc finger protein 267 "	HZF2	10308		
ZNF268	"Zinc finger protein 268 "	HZF3	10795		
Znf271	"Zinc finger protein 271 "	-		22694	307547
ZNF273	"Zinc finger protein 273 "	HZF9	10793		
ZNF274	"Neurotrophin receptor-interacting factor homolog "	"ZKSCAN19 ZSCAN51"	10782	65020	308362
ZNF275	"Zinc finger protein 275"	-	10838	27081	293849
ZNF276	"Zinc finger protein 276 "	"MGC45417 ZNF477 CENPZ CENP-Z ZADT"	92822	57247	307924
ZNF277	"Zinc finger protein 277 "	NRIF4	11179	246196	298977
ZNF28	"Zinc finger protein 28 "	"KOX24 DKFZp781D0275"	7576		
ZNF280A	"Zinc finger protein 280A "	"3'OY11.1 ZNF636"	129025	64453	294343
ZNF280B	"Zinc finger protein 280B "	"5'OY11.1 ZNF632"	140883	64453	294343
ZNF280C	"Zinc finger protein 280C "	"FLJ20095 ZNF633 ZPET"	55609	235469	302812
ZNF280D	"Zinc finger protein 280D "	"FLJ20086 ZNF634"	54816	235469	302812
ZNF281	"Zinc finger protein 281 "	ZBP-99	23528	226442	305083
ZNF282	"Zinc finger protein 282 "	HUB1	8427	101095	297065
ZNF283	"Zinc finger protein 283 "	-	284349		
ZNF284	"Zinc finger protein 284"	DKFZp781F1775	342909		
ZNF285	"Zinc finger protein 285 "	-	26974		
ZNF286A	"Zinc finger protein 286A"	KIAA1874	57335	192651	497923
ZNF286B	"Putative zinc finger protein 286B"	ZNF590	729288	192651	497923
ZNF287	"Zinc finger protein 287 "	"ZKSCAN13 ZSCAN45"	57336	170740	303212
ZNF292	"Zinc finger protein 292"	"KIAA0530 ZFP292 bA393I2.3 Zn-15 Zn-16"	23036	30046	50552
ZNF296	"Zinc finger protein 296 "	-	162979	63872	365511
ZNF3	"Zinc finger protein 3 "	"A8-51 KOX25 PP838 FLJ20216 HF.12 Zfp113"	7551	56314	100912096
ZNF30	"Zinc finger protein 30 "	"KOX28 DKFZp686N19164 FLJ20562"	90075		
ZNF300	"Zinc finger protein 300"	-	91975		
ZNF302	"Zinc finger protein 302 "	"ZNF327 ZNF135L ZNF140L"	55900		
ZNF304	"Zinc finger protein 304 "	-	57343		
ZNF311	"Zinc finger protein 311 "	-	282890		
ZNF316	"Zinc finger protein 316"	"MZF-3 ENST00000305834"	100131017	54201	304293
ZNF317	"Zinc finger protein 317"	-	57693	244713	500950
ZNF318	"Zinc finger protein 318 "	"HRIHFB2436 ZFP318"	24149	57908	685082
ZNF319	"Zinc finger protein 319"	"KIAA1388 Zfp319"	57567	79233	291849
ZNF32	"Zinc finger protein 32 "	"KOX30 ZNF637 Zfp637"	7580	232337	362425
ZNF320	"Zinc finger protein 320"	"ZFPL DKFZp686G16228"	162967		
ZNF321P	"Putative protein ZNF321 "	MGC35402	100529240		
ZNF322	"Zinc finger protein 322 "	"bA457M11.3 bA457M11.2"	79692	218100	680201
ZNF324	"Zinc finger protein 324A "	"ZF5128 ZNF324A"	25799	243834	365192
ZNF324B	"Zinc finger protein 324B"	FLJ45850	388569	243834	365192
ZNF326	"DBIRD complex subunit ZNF326 "	"Zfp326 ZAN75 FLJ20403 ZIRD"	284695	54367	682914
ZNF329	"Zinc finger protein 329"	FLJ12586	79673	67230	308361
ZNF331	"Zinc finger protein 331 "	"RITA ZNF463 ZNF361"	55422		
ZNF333	"Zinc finger protein 333"	KIAA1806	84449		
ZNF334	"Zinc finger protein 334"	bA179N14.1	55713	228876	
ZNF335	"Zinc finger protein 335 "	"bA465L10.2 NIF-1"	63925	329559	259270
ZNF337	"Zinc finger protein 337"	dJ694B14.1	26152		
ZNF33A	"Zinc finger protein 33A "	"KOX5 KOX31 KIAA0065 FLJ23404 ZZAPK"	7581		
ZNF33B	"Zinc finger protein 33B "	"KOX31 KOX2"	7582		
ZNF34	"Zinc finger protein 34 "	KOX32	80778		
ZNF341	"Zinc finger protein 341"	dJ553F4.3	84905	228807	
ZNF343	"Zinc finger protein 343"	MGC10715	79175		
ZNF345	"Zinc finger protein 345 "	HZF10	25850		
ZNF346	"Zinc finger protein 346 "	"JAZ Zfp346"	23567	26919	
ZNF347	"Zinc finger protein 347 "	ZNF1111	84671	224585	100365363
ZNF35	"Zinc finger protein 35 "	"HF.10 HF10 Zfp105"	7584	22646	316096
ZNF350	"Zinc finger protein 350 "	"ZBRK1 ZFQR"	59348		
ZNF354A	"Zinc finger protein 354A "	"KID-1 EZNF HKL1 KID1"	6940	21408	24522
ZNF354B	"Zinc finger protein 354B"	"KID2 FLJ25008"	117608	21408	24522
Znf354c	"Zinc finger protein 354C "	-		30944	78972
ZNF354C	"Zinc finger protein 354C "	KID3	30832	30944	78972
ZNF355P	"Putative zinc finger protein 355P "	PRED65	100505852		
ZNF358	"Zinc finger protein 358"	"FLJ10390 ZFEND"	140467	140482	360754
ZNF362	"Zinc finger protein 362"	"FLJ25476 lin-29 RN"	149076	230761	297879
ZNF365	"Protein ZNF365 "	"KIAA0844 UAN Su48"	22891	216049	
ZNF366	"Zinc finger protein 366 "	FLJ39796	167465	209225	100360041
ZNF367	"Zinc finger protein 367 "	FLJ33970	195828	238673	306695
ZNF37A	"Zinc finger protein 37A "	"KOX21 ZNF37"	7587		
ZNF382	"Zinc finger protein 382 "	"FLJ14686 KS1"	84911	233060	246264
ZNF383	"Zinc finger protein 383"	"FLJ35863 Zfp383"	163087	73729	103690114
ZNF384	"Zinc finger protein 384 "	"CAGH1A CIZ NMP4 NP"	171017	269800	171018
ZNF385A	"Zinc finger protein 385A "	"DKFZp586G1122 Hzf ZFP385"	25946	29813	685474
ZNF385B	"Zinc finger protein 385B "	FLJ25270	151126	241494	
ZNF385C	"Zinc finger protein 385C"	-	201181	278304	
ZNF385D	"Zinc finger protein 385D "	FLJ22419	79750	241494	
ZNF391	"Zinc finger protein 391"	dJ153G14.3	346157		
ZNF394	"Zinc finger protein 394 "	"ZKSCAN14 FLJ12298 ZSCAN46"	84124	67235	499095
ZNF395	"Zinc finger protein 395 "	"PRF-1 HDBP2 PBF DKFZp434K1210"	55893	380912	305972
ZNF396	"Zinc finger protein 396 "	"ZSCAN14 FLJ31213"	252884		
ZNF397	"Zinc finger protein 397 "	"ZSCAN15 MGC13250"	84307		
ZNF398	"Zinc finger protein 398 "	"ZER6 KIAA1339 P51 P71"	57541	272347	500108
ZNF404	"Zinc finger protein 404"	-	342908		
ZNF407	"Zinc finger protein 407"	"FLJ20307 FLJ13839 KIAA1703"	55628	240476	307213
ZNF408	"Zinc finger protein 408 "	FLJ12827	79797	381410	
ZNF41	"Zinc finger protein 41"	"MGC8941 MRX89"	7592		
ZNF410	"Zinc finger protein 410 "	"APA1 APA-1"	57862	52708	314310
ZNF414	"Zinc finger protein 414"	"MGC15716 Zfp414"	84330	328801	299647
ZNF415	"Zinc finger protein 415"	-	55786		
ZNF416	"Zinc finger protein 416"	FLJ20557	55659	232854	292548
ZNF417	"Zinc finger protein 417"	MGC34079	147687	232854	292548
ZNF418	"Zinc finger protein 418"	"KIAA1956 FLJ31551"	147686	232854	292548
ZNF419	"Zinc finger protein 419"	ZAPHIR	79744		
ZNF420	"Zinc finger protein 420"	FLJ32191	147923	233058	100359464
ZNF423	"Zinc finger protein 423 "	"KIAA0760 OAZ hOAZ Ebfaz Zfp104 NPHP14 JBTS19"	23090	94187	94188
ZNF425	"Zinc finger protein 425"	-	155054		
ZNF426	"Zinc finger protein 426"	MGC2663	79088	235028	690895
ZNF428	"Zinc finger protein 428 "	"MGC51082 Zfp428"	126299	232969	
ZNF429	"Zinc finger protein 429"	-	353088		
ZNF43	"Zinc finger protein 43 "	"HTF6 KOX27"	7594	431706	102551340
ZNF430	"Zinc finger protein 430"	FLJ13659	80264		
Znf431	"Zinc finger protein 431 "	-		69504	
ZNF431	"Zinc finger protein 431"	KIAA1969	170959		
ZNF432	"Zinc finger protein 432"	KIAA0798	9668		
ZNF433	"Zinc finger protein 433"	FLJ40981	163059		
ZNF436	"Zinc finger protein 436"	"KIAA1710 Zfp46"	80818	22704	298558
ZNF438	"Zinc finger protein 438"	bA330O11.1	220929	240186	307024
ZNF439	"Zinc finger protein 439"	DKFZp571K0837	90594		
ZNF44	"Zinc finger protein 44 "	"KOX7 ZNF504"	51710		
ZNF440	"Zinc finger protein 440"	FLJ37933	126070		
ZNF441	"Zinc finger protein 441"	FLJ38637	126068		
ZNF442	"Zinc finger protein 442"	FLJ14356	79973		
ZNF443	"Zinc finger protein 443 "	ZK1	10224		
ZNF444	"Zinc finger protein 444 "	"ZSCAN17 FLJ11137 EZF2"	55311	72667	292569
ZNF445	"Zinc finger protein 445 "	"ZKSCAN15 ZSCAN47"	353274	235682	301076
ZNF446	"Zinc finger protein 446 "	"ZKSCAN20 FLJ20626 ZSCAN52"	55663	269870	
ZNF449	"Zinc finger protein 449 "	"ZSCAN19 FLJ23614"	203523	78619	684901
ZNF45	"Zinc finger protein 45 "	-	7596	57745	499095
ZNF451	"E3 SUMO-protein ligase ZNF451 "	"KIAA0576 COASTER dJ417I1.1 KIAA1702 ZATT"	26036	98403	316312
ZNF454	"Zinc finger protein 454"	FLJ37444	285676	237758	
ZNF460	"Zinc finger protein 460 "	HZF8	10794		
ZNF461	"Zinc finger protein 461 "	"GIOT-1 MGC33911"	92283		
ZNF462	"Zinc finger protein 462 "	"DKFZP762N2316 KIAA1803 Zfp462"	58499	242466	362522
ZNF467	"Zinc finger protein 467"	"EZI Zfp467"	168544	68910	500110
ZNF468	"Zinc finger protein 468"	-	90333		
ZNF469	"Zinc finger protein 469"	"KIAA1858 Zfp469"	84627		
ZNF470	"Zinc finger protein 470 "	"CZF-1 FLJ26175"	388566		
ZNF471	"Zinc finger protein 471 "	"KIAA1396 Z1971 Zfp78"	57573	330463	103690110
ZNF473	"Zinc finger protein 473 "	"KIAA1141 DKFZP434N043 HZFP100"	25888	243963	292884
ZNF474	"Zinc finger protein 474 "	"4933409D10Rik FLJ32921"	133923	66758	
ZNF479	"Zinc finger protein 479 "	KR19	90827		
ZNF48	"Zinc finger protein 48 "	"DKFZp762K013 FLJ31751 MGC43952"	197407	233887	103690203
ZNF480	"Zinc finger protein 480"	MGC32104	147657		
ZNF483	"Zinc finger protein 483 "	"ZKSCAN16 KIAA1962 ZSCAN48"	158399	100041581	170955
ZNF484	"Zinc finger protein 484"	"BA526D8.4 FLJ33884"	83744		
ZNF485	"Zinc finger protein 485"	-	220992		
ZNF486	"Zinc finger protein 486 "	MGC2396	90649		
ZNF487	"Putative zinc finger protein 487 "	-	642819		
ZNF488	"Zinc finger protein 488"	FLJ32104	118738	382867	290571
ZNF490	"Zinc finger protein 490"	KIAA1198	57474		
ZNF491	"Zinc finger protein 491"	FLJ34791	126069		
ZNF492	"Zinc finger protein 492 "	KIAA1473	57615		
ZNF493	"Zinc finger protein 493"	FLJ36504	284443		
ZNF496	"Zinc finger protein 496 "	"ZKSCAN17 MGC15548 ZSCAN49"	84838	268417	287361
ZNF497	"Zinc finger protein 497"	FLJ44773	162968		
ZNF500	"Zinc finger protein 500 "	"ZKSCAN18 KIAA0557 ZSCAN50"	26048		
ZNF501	"Zinc finger protein 501 "	MGC21738	115560		
ZNF502	"Zinc finger protein 502"	"FLJ14855 FLJ12515"	91392		
ZNF503	"Zinc finger protein 503"	"FLJ45745 MGC2555 Nlz2"	84858	218820	680717
ZNF506	"Zinc finger protein 506"	DKFZp761G1812	440515		
ZNF507	"Zinc finger protein 507"	"KIAA1084 Zfp507"	22847	668501	292816
ZNF510	"Zinc finger protein 510"	KIAA0972	22869		
ZNF511	"Zinc finger protein 511"	"MGC30006 Zfp511"	118472	69752	293586
ZNF512	"Zinc finger protein 512"	KIAA1805	84450	269639	313906
ZNF512B	"Zinc finger protein 512B"	"GM632 MGC149845 MGC149846"	57473	269401	311721
ZNF513	"Zinc finger protein 513"	"FLJ32203 RP58 Zfp513"	130557	101023	313913
ZNF514	"Zinc finger protein 514"	FLJ14457	84874		
ZNF516	"Zinc finger protein 516"	"HsT287 KIAA0222"	9658	329003	291406
ZNF517	"Zinc finger protein 517"	-	340385		
ZNF518A	"Zinc finger protein 518A"	KIAA0335	9849	72672	309478
ZNF518B	"Zinc finger protein 518B"	KIAA1729	85460		498390
ZNF519	"Zinc finger protein 519"	"HsT2362 FLJ36809"	162655		
ZNF521	"Zinc finger protein 521 "	"EHZF Evi3"	25925	225207	307579
ZNF524	"Zinc finger protein 524"	MGC23143	147807		
ZNF525	"Zinc finger protein 525"	KIAA1979	170958		
ZNF526	"Zinc finger protein 526"	"KIAA1951 MGC4267"	116115	210172	687127
ZNF527	"Zinc finger protein 527"	KIAA1829	84503		
ZNF528	"Zinc finger protein 528"	KIAA1827	84436		
ZNF529	"Zinc finger protein 529"	KIAA1615	57711		
ZNF530	"Zinc finger protein 530"	KIAA1508	348327	232854	292548
ZNF532	"Zinc finger protein 532"	FLJ10697	55205	328977	307362
ZNF534	"Zinc finger protein 534 "	FLJ25344	147658		
ZNF536	"Zinc finger protein 536"	KIAA0390	9745	243937	292820
ZNF540	"Zinc finger protein 540"	DKFZp547B0714	163255		
ZNF541	"Zinc finger protein 541"	DKFZp434I1930	84215	666528	308108
ZNF542P	"Putative zinc finger protein 542 "	DKFZp686B2197	147947		
ZNF543	"Zinc finger protein 543"	DKFZp434H055	125919		
ZNF544	"Zinc finger protein 544"	AF020591	27300		
ZNF546	"Zinc finger protein 546 "	MGC43537	339327		
ZNF547	"Zinc finger protein 547"	FLJ31100	284306		
ZNF548	"Zinc finger protein 548"	FLJ32932	147694		
ZNF549	"Zinc finger protein 549"	FLJ34917	256051		
ZNF550	"Zinc finger protein 550"	MGC41917	162972		
ZNF551	"Zinc finger protein 551 "	DKFZp686H1038	90233	232854	292548
ZNF552	"Zinc finger protein 552"	FLJ21603	79818		
ZNF554	"Zinc finger protein 554"	FLJ34817	115196		
ZNF555	"Zinc finger protein 555"	MGC26707	148254		
ZNF556	"Zinc finger protein 556"	FLJ11637	80032		
ZNF557	"Zinc finger protein 557"	MGC4054	79230	72230	
ZNF558	"Zinc finger protein 558"	FLJ30932	148156	72230	
ZNF559	"Zinc finger protein 559"	MGC13105	84527		
ZNF56	-	-	7608		
ZNF560	"Zinc finger protein 560"	FLJ31986	147741		
ZNF561	"Zinc finger protein 561"	MGC45408	93134	77519	367034
ZNF562	"Zinc finger protein 562"	FLJ20079	54811	77519	367034
ZNF563	"Zinc finger protein 563"	FLJ34797	147837		
ZNF564	"Zinc finger protein 564"	MGC26914	163050		
ZNF565	"Zinc finger protein 565"	FLJ36991	147929		
ZNF566	"Zinc finger protein 566"	"FLJ14779 MGC12515"	84924	72556	502316
ZNF567	"Zinc finger protein 567"	MGC45586	163081		
Znf568	"Zinc finger protein 568"	-		243905	
ZNF568	"Zinc finger protein 568"	DKFZp686B0797	374900		
ZNF569	"Zinc finger protein 569"	"FLJ32053 ZAP1 Zfp74"	148266	72723	103690038
ZNF57	"Zinc finger protein 57 "	-	126295		
ZNF570	"Zinc finger protein 570"	FLJ30791	148268		
ZNF571	"Zinc finger protein 571"	HSPC059	51276		
ZNF572	"Zinc finger protein 572"	FLJ38002	137209		
ZNF573	"Zinc finger protein 573"	FLJ30921	126231		
ZNF574	"Zinc finger protein 574"	FLJ22059	64763	232976	308434
ZNF575	"Zinc finger protein 575"	FLJ32567	284346	101544	308430
ZNF576	"Zinc finger protein 576"	MGC2508	79177		
ZNF577	"Zinc finger protein 577"	MGC4400	84765		
ZNF578	"Zinc finger protein 578"	FLJ31384	147660		
ZNF579	"Zinc finger protein 579"	FLJ35453	163033	68490	308339
ZNF580	"Zinc finger protein 580 "	-	51157		
ZNF581	"Zinc finger protein 581"	"HSPC189 FLJ22550"	51545		
ZNF582	"Zinc finger protein 582"	FLJ30927	147948		
ZNF583	"Zinc finger protein 583 "	FLJ31030	147949	213011	
ZNF584	"Zinc finger protein 584"	FLJ39899	201514		
ZNF585A	"Zinc finger protein 585A"	"FLJ23765 Zfp27"	199704	22689	
ZNF585B	"Zinc finger protein 585B "	"FLJ14928 SZFP41 Zfp27"	92285	22689	
ZNF586	"Zinc finger protein 586"	FLJ20070	54807		
ZNF587	"Zinc finger protein 587"	"ZF6 FLJ14710 UBF-fl FLJ20813"	84914	232854	292548
ZNF587B	"Zinc finger protein 587B"	-	100293516		
ZNF589	"Zinc finger protein 589 "	SZF1	51385		
ZNF592	"Zinc finger protein 592"	"KIAA0211 CAMOS"	9640	233410	293038
ZNF593	"Zinc finger protein 593 "	ZT86	51042	68040	
ZNF594	"Zinc finger protein 594 "	KIAA1871	84622		
ZNF595	"Zinc finger protein 595"	FLJ31740	152687		
ZNF596	"Zinc finger protein 596"	-	169270		
ZNF597	"Zinc finger protein 597"	"FLJ33071 HIT-4"	146434	71063	266774
ZNF598	"E3 ubiquitin-protein ligase ZNF598 "	"FLJ00086 HEL2"	90850	213753	
ZNF599	"Zinc finger protein 599"	FLJ30663	148103		
ZNF600	"Zinc finger protein 600"	"KR-ZNF1 DKFZp686F06123"	162966		
ZNF605	"Zinc finger protein 605"	-	100289635	675812	100365779
ZNF606	"Zinc finger protein 606 "	"FLJ14260 KIAA1852"	80095	67370	292610
ZNF607	"Zinc finger protein 607"	"MGC13071 FLJ14802"	84775		
ZNF608	"Zinc finger protein 608 "	"KIAA1281 DKFZp434M098 NY-REN-36"	57507	269023	307296
ZNF609	"Zinc finger protein 609"	KIAA0295	23060	214812	363412
ZNF610	"Zinc finger protein 610"	FLJ36040	162963		
ZNF611	"Zinc finger protein 611"	MGC5384	81856		
ZNF613	"Zinc finger protein 613"	FLJ13590	79898		
ZNF614	"Zinc finger protein 614"	FLJ21941	80110		
ZNF615	"Zinc finger protein 615"	FLJ33710	284370		
ZNF616	"Zinc finger protein 616"	MGC45556	90317	224585	100365363
ZNF618	"Zinc finger protein 618"	"KIAA1952 NEDD10"	114991		313253
ZNF619	"Zinc finger protein 619"	FLJ90764	285267		
ZNF620	"Zinc finger protein 620"	MGC50836	253639		
ZNF621	"Zinc finger protein 621"	FLJ45246	285268		
ZNF622	"Cytoplasmic 60S subunit biogenesis factor ZNF622 "	"MGC2485 MGC17552 ZPR9"	90441	52521	
ZNF623	"Zinc finger protein 623"	KIAA0628	9831	78834	102547932
ZNF624	"Zinc finger protein 624"	KIAA1349	57547		
ZNF625	"Zinc finger protein 625"	-	90589		
ZNF626	"Zinc finger protein 626"	-	199777		
ZNF627	"Zinc finger protein 627"	FLJ90365	199692		
ZNF628	"Zinc finger protein 628"	"ZEC Zfp628"	89887	232816	100359484
ZNF629	"Zinc finger protein 629 "	KIAA0326	23361	320683	308998
ZNF630	"Zinc finger protein 630"	"BC037316 dJ54B20.2 FLJ20573 MGC138344"	57232		
ZNF638	"Zinc finger protein 638 "	"NP220 MGC26130 Zfp638"	27332	18139	312491
ZNF639	"Zinc finger protein 639 "	"ANC-2H01 ZASC1"	51193	67778	683504
ZNF641	"Zinc finger protein 641"	FLJ31295	121274	239652	300197
ZNF644	"Zinc finger protein 644 "	"KIAA1221 BM-005 MGC60165 MGC70410"	84146	52397	305127
ZNF645	"E3 ubiquitin-protein ligase CBLL2 "	"FLJ25735 HAKAIL CT138"	158506		
ZNF646	"Zinc finger protein 646"	KIAA0296	9726	233905	309003
ZNF648	"Zinc finger protein 648"	FLJ46813	127665	100503355	100362915
ZNF649	"Zinc finger protein 649"	FLJ12644	65251		
ZNF652	"Zinc finger protein 652"	KIAA0924	22834	268469	497984
ZNF653	"Zinc finger protein 653 "	Zip67	115950	319601	300446
ZNF654	"Zinc finger protein 654 "	"FLJ10997 FLJ21142"	55279	72020	
ZNF655	"Zinc finger protein 655 "	"VIK-1 VIK"	79027	72611	360764
ZNF658	"Zinc finger protein 658"	"MGC35232 DKFZp572C163 FLJ32813"	26149		
ZNF658B	"Zinc finger protein 658B"	-	401509		
ZNF66	"Putative zinc finger protein 66 "	FLJ16537	7617		
ZNF660	"Zinc finger protein 660"	FLJ36870	285349		108351806
ZNF662	"Zinc finger protein 662"	FLJ45880	389114		
ZNF664	"Zinc finger protein 664 "	"ZFOC1 DKFZp761B128"	144348	269704	102556092
ZNF665	"Zinc finger protein 665 "	"FLJ14345 ZFP160L"	79788	224585	100365363
Znf667	"Zinc finger protein 667 "	-		384763	308326
ZNF667	"Zinc finger protein 667"	FLJ14011	63934		
ZNF668	"Zinc finger protein 668"	FLJ13479	79759	244219	309002
ZNF669	"Zinc finger protein 669"	FLJ12606	79862		
ZNF670	"Zinc finger protein 670"	MGC12466	93474		
ZNF671	"Zinc finger protein 671"	FLJ23506	79891		
ZNF672	"Zinc finger protein 672"	FLJ22301	79894	319475	303165
ZNF674	"Zinc finger protein 674"	ZNF673B	641339		
ZNF675	"Zinc finger protein 675 "	"TIZ TBZF"	171392		
ZNF676	"Zinc finger protein 676"	-	163223		
ZNF677	"Zinc finger protein 677"	MGC48625	342926		
ZNF678	"Zinc finger protein 678"	MGC42493	339500		
ZNF679	"Zinc finger protein 679"	MGC42415	168417		
ZNF680	"Zinc finger protein 680"	FLJ90430	340252		
ZNF681	"Zinc finger protein 681"	FLJ31526	148213		
ZNF682	"Zinc finger protein 682"	BC39498_3	91120		
ZNF683	"Tissue-resident T-cell transcription regulator protein ZNF683 "	"MGC33414 Hobit"	257101		
ZNF684	"Zinc finger protein 684"	MGC27466	127396		
ZNF687	"Zinc finger protein 687"	KIAA1441	57592	78266	100363361
ZNF688	"Zinc finger protein 688"	-	146542	69234	102554302
ZNF689	"Zinc finger protein 689"	"FLJ90415 TIPUH1"	115509	71131	308998
ZNF69	"Zinc finger protein 69 "	Cos5	7620		
ZNF691	"Zinc finger protein 691"	Zfp691	51058	195522	313548
ZNF692	"Zinc finger protein 692 "	"FLJ20531 Zfp692 AREBP"	55657	103836	303164
ZNF695	"Zinc finger protein 695 "	SBZF3	57116		
ZNF696	"Zinc finger protein 696"	FLJ14129	79943		
ZNF697	"Zinc finger protein 697"	MGC45731	90874	242109	295310
ZNF699	"Zinc finger protein 699 "	"FLJ38144 hang"	374879		
ZNF7	"Zinc finger protein 7 "	"KOX4 HF.16"	7553	223669	315101
ZNF70	"Zinc finger protein 70 "	"Cos17 MGC48959"	7621		
ZNF700	"Zinc finger protein 700"	DKFZp434I1610	90592		
ZNF701	"Zinc finger protein 701"	FLJ10891	55762		
ZNF702P	"Putative zinc finger protein 702"	FLJ12985	79986		
ZNF703	"Zinc finger protein 703 "	"FLJ14299 ZNF503L NLZ1 Zpo1 ZEPPO1"	80139	218820	680717
ZNF704	"Zinc finger protein 704"	"FLJ16218 Gig1"	619279	170753	310233
ZNF705A	"Zinc finger protein 705A"	FLJ16353	440077		
ZNF705B	"Putative zinc finger protein 705B"	-	100132396		
ZNF705D	"Zinc finger protein 705D"	-	728957		
ZNF705E	"Putative zinc finger protein 705EP "	-	100131539		
ZNF705G	"Putative zinc finger protein 705G"	-	100131980		
ZNF706	"Zinc finger protein 706"	HSPC038	51123	68036	
ZNF707	"Zinc finger protein 707"	-	286075	69020	315088
ZNF708	"Zinc finger protein 708 "	KOX8	7562		
ZNF709	"Zinc finger protein 709"	FLJ38281	163051	619310	
ZNF71	"Endothelial zinc finger protein induced by tumor necrosis factor alpha "	"Cos26 EZFIT"	58491		
